Insumo   ;Embalagem  ;Descricao  ;Quantidade ;Valor;Preco Medio;Ultimo Preco
1000270;UM        ;CABEÁA FEMORAL 32MM +3MM (03.013-9)                                                       ;0;0;0;396,28
1000272;UM        ;CABEÁA FEMORAL 32MM +9MM (03.013-9)                                                       ;0;0;0;0
1000273;UM        ;TELA DE REFORÁO PARA TETO ACETUBULAR TAM.P (03.128-3)                                     ;0;0;0;396,84
1000274;UM        ;TELA DE REFORÁO PARA TETO ACETABULAR TAM.M (03.128-3)                                     ;0;0;0;317,5
1000275;UM        ;TELA DE REFORÁO PARA TETO ACETABULAR TAM. G (03.128-3)                                    ;0;0;0;277,4
1000276;UM        ;CENTRALIZADOR DISTAL - PROTESE FEMORAL (03.007-4)                                         ;0;0;0;861,84
1000277;UM        ;TELA DE REFORÁO FEMORAL 60MM (03.129-1)                                                   ;0;0;0;326,6
1000280;UM        ;MD-COMPONETE ACETABULAR METALICO 56MM (03.010-4)                                          ;0;0;0;1349,43
1000288;UM        ;LINER/INSERTO ACETABULAR 32X54 (03.059-7)                                                 ;0;0;0;1349,43
1000290;UM        ;PARAFUSO ESPONJOSO 4,0 10MM (03.072-4)                                                    ;0;0;0;104,13
1000291;UM        ;PARAFUSO ESPONJOSO 4,0 12MM (03.072-4)                                                    ;0;0;0;104,13
1000292;UM        ;PARAFUSO ESPONJOSO 4,0 14MM (03.072-4)                                                    ;0;0;0;104,13
1000293;UM        ;PARAFUSO ESPONJOSO 4,0 16MM (03.072-4)                                                    ;0;0;0;25
1000294;UM        ;PARAFUSO ESPONJOSO 4,0 18MM (03.072-4)                                                    ;0;0;0;104,13
1000295;UM        ;PARAFUSO ESPONJOSO 4,0 20MM (03.072-4)                                                    ;0;0;0;104,13
1000296;UM        ;PARAFUSO ESPONJOSO 4,0 22MM (03.072-4)                                                    ;0;0;0;104,13
1000297;UM        ;PARAFUSO ENPONJOSO 4,0 24MM (03.072-4)                                                    ;0;0;0;104,13
1000298;UM        ;PARAFUSO ESPONJOSO 4,0 26MM (03.072-4)                                                    ;0;0;0;104,13
1000299;UM        ;PARAFUSO ESPONJOSO 4,0 28MM (03.072-4)                                                    ;0;0;0;104,13
1000300;UM        ;PARAFUSO ESPONJOSO 4,0 30MM (03.072-4)                                                    ;0;0;0;104,13
1000301;UM        ;PARAFUSO ESPONJOSO 4,0 35MM (03.072-4)                                                    ;0;0;0;104,13
1000302;UM        ;PARAFUSO ESPONJOSO 4,0 40MM (03.072-4)                                                    ;0;0;0;104,13
1000303;UM        ;PARAFUSO ESPONJOSO 4,0 45MM (03.072-4)                                                    ;0;0;0;19,09
1000304;UM        ;PARAFUSO ESPONJOSO 4,0 50MM (03.072-4)                                                    ;0;0;0;19,09
1000307;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 30MM (03.073-2)                                         ;0;0;0;22,17
1000308;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 35MM (03.073-2)                                         ;0;0;0;22,17
1000309;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 40MM (03.073-2)                                         ;0;0;0;22,17
1000310;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 45MM (03.073-2)                                         ;0;0;0;22,17
1000311;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 50MM (03.073-2)                                         ;0;0;0;22,17
1000312;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 55MM (03.073-2)                                         ;0;0;0;22,17
1000313;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 60MM(03.073-2)                                          ;0;0;0;22,17
1000314;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 65MM(03.073-2)                                          ;0;0;0;22,17
1000315;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 70MM(03.073-2)                                          ;0;0;0;22,17
1000316;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 75MM (03.073-2)                                         ;0;0;0;22,17
1000317;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 80MM (03.073-2)                                         ;0;0;0;22,17
1000318;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 85MM (03.073-2)                                         ;0;0;0;22,17
1000319;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 90MM (03.073-2)                                         ;0;0;0;22,17
1000320;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 95MM(03.073-2)                                          ;0;0;0;22,17
1000321;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 100MM (03.073-2)                                        ;0;0;0;22,17
1000322;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 16 105MM (03.073-2)                                        ;0;0;0;22,17
1000326;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 25MM(03.073-2)                                          ;0;0;0;22,17
1000328;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 35MM(03.073-2)                                          ;0;0;0;22,17
1000330;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 45MM(03.073-2)                                          ;0;0;0;100
1000331;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 50MM(03.073-2)                                          ;0;0;0;100
1000332;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 55MM(03.073-2)                                          ;0;0;0;100
1000333;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 60MM(03.073-2)                                          ;0;0;0;100
1000334;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 65MM(03.073-2)                                          ;0;0;0;100
1000335;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 70MM(03.073-2)                                          ;0;0;0;100
1000336;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 75MM(03.073-2)                                          ;0;0;0;100
1000337;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 80MM(03.073-2)                                          ;0;0;0;100
1000338;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 85MM(03.073-2)                                          ;0;0;0;100
1000339;UM        ;PARAFUSO ESPONJOSO 6,5 - ROSCA 32 90MM(03.073-2)                                          ;0;0;0;100
1000345;UM        ;PARAFUSO CORTICAL 4,5 14MM (03.070-8)                                                     ;0;0;0;13,55
1000346;UM        ;PARAFUSO CORTICAL 4,5 16MM (03.070-8)                                                     ;0;0;0;92
1000347;UM        ;PARAFUSO CORTICAL 4,5 18MM (03.070-8)                                                     ;0;0;0;13,55
1000348;UM        ;PARAFUSO CORTICAL 4,5 20MM (03.070-8)                                                     ;0;0;0;13,55
1000349;UM        ;PARAFUSO CORTICAL 4,5 22MM (03.070-8)                                                     ;0;0;0;13,55
1000350;UM        ;PARAFUSO CORTICAL 4,5 24MM (03.070-8)                                                     ;0;0;0;13,55
1000351;UM        ;PARAFUSO CORTICAL 4,5 26MM (03.070-8)                                                     ;0;0;0;13,55
1000352;UM        ;PARAFUSO CORTICAL 4,5 28MM (03.070-8)                                                     ;0;0;0;53,53
1000353;UM        ;PARAFUSO CORTICAL 4,5 30MM (03.070-8)                                                     ;0;0;0;13,55
1000354;UM        ;PARAFUSO CORTICAL 4,5 32MM (03.070-8)                                                     ;0;0;0;13,55
1000355;UM        ;PARAFUSO CORTICAL 4,5 34MM (03.070-8)                                                     ;0;0;0;13,55
1000356;UM        ;PARAFUSO CORTICAL 4,5 36MM (03.070-8)                                                     ;0;0;0;13,55
1000357;UM        ;PARAFUSO CORTICAL 4,5 38MM (03.070-8)                                                     ;0;0;0;13,55
1000358;UM        ;PARAFUSO CORTICAL 4,5 40MM (03.070-8)                                                     ;0;0;0;13,55
1000359;UM        ;PARAFUSO CORTICAL 4,5 42MM (03.070-8)                                                     ;0;0;0;92
1000360;UM        ;PARAFUSO CORTICAL 4,5 44MM (03.070-8)                                                     ;0;0;0;92
1000361;UM        ;PARAFUSO CORTICAL 4,5 46MM (03.070-8)                                                     ;0;0;0;53,53
1000362;UM        ;PARAFUSO CORTICAL 4,5 48MM (03.070-8)                                                     ;0;0;0;13,55
1000363;UM        ;PARAFUSO CORTICAL 4,5 50MM (03.070-8)                                                     ;0;0;0;12,64
1000365;UM        ;PARAFUSO CORTICAL 4,5 54MM (03.070-8)                                                     ;0;0;0;13,55
1000368;UM        ;PARAFUSO CORTICAL 4,5 60MM (03.070-8)                                                     ;0;0;0;13,55
1000375;UM        ;PROTESE FEMORAL TAPER PS TI PRIMARIA 37,5MM 13MM (CERAMICA)                               ;0;0;0;4790
1000378;UM        ;PARAFUSO CANULADO 3,5 42MM                                                                ;0;0;0;70,77
1000379;UM        ;PARAFUSO CANULADO 3,5 38MM                                                                ;0;0;0;70,77
1000381;UM        ;PARAFUSO CANULADO 3,5 48MM                                                                ;0;0;0;70,77
1000382;UM        ;PARAFUSO CANULADO 3,5 50MM                                                                ;0;0;0;70,77
1000383;UM        ;PARAFUSO CANULADO 3,5 56MM                                                                ;0;0;0;70,77
1000385;UM        ;PARAFUSO CANULADO 3,5 32MM (03.062-7)                                                     ;0;0;0;70,77
1000386;UM        ;PARAFUSO CANULADO 3,5 34MM (03.062-7)                                                     ;0;0;0;70,77
1000387;UM        ;PARAFUSO CANULADO 3,5 36MM (03.062-7)                                                     ;0;0;0;70,77
1000388;UM        ;PARAFUSO CANULADO 3,5 40MM (03.062-7)                                                     ;0;0;0;70,77
1000389;UM        ;PARAFUSO CANULADO 3,5 44MM (03.062-7)                                                     ;0;0;0;70,77
1000390;UM        ;PARAFUSO CANULADO 3,5 52MM (03.062-7)                                                     ;0;0;0;70,77
1000391;UM        ;PARAFUSO CANULADO 3,5 60MM (03.062-7)                                                     ;0;0;0;70,77
1000392;UM        ;PARAFUSO CANULADO 4,5 22MM                                                                ;0;0;0;66,9
1000393;UM        ;PARAFUSO CANULADO 4,5 24MM                                                                ;0;0;0;66,9
1000394;UM        ;PARAFUSO CANULADO 4,5 26MM                                                                ;0;0;0;66,9
1000395;UM        ;PARAFUSO CANULADO 4,5 28MM                                                                ;0;0;0;66,9
1000396;UM        ;PARAFUSO CANULADO 4,5 30MM                                                                ;0;0;0;66,9
1000397;UM        ;PARAFUSO CANULADO 4,5 32MM                                                                ;0;0;0;66,9
1000398;UM        ;PARAFUSO CANULADO 4,5 34MM                                                                ;0;0;0;66,9
1000399;UM        ;PARAFUSO CANULADO 4,5 36MM                                                                ;0;0;0;66,9
1000400;UM        ;PARAFUSO CANULADO 4,5 38MM                                                                ;0;0;0;66,9
1000401;UM        ;PARAFUSO CANULADO 4,5 40MM                                                                ;0;0;0;66,9
1000402;UM        ;PARAFUSO CANULADO 4,5 42MM                                                                ;0;0;0;66,9
1000403;UM        ;PARAFUSO CANULADO 4,5 44MM                                                                ;0;0;0;66,9
1000404;UM        ;ROTESE FEMORAL TAPER PS TI PRIMARIA 40.0MM 16MM (CERAMICA)                                ;0;0;0;4790
1000405;UM        ;PROTESE FEMORAL TAPER PS TI PRIMARIA 40.0MM 18MM (CERAMICA)‚Í                             ;0;0;0;4790
1000406;UM        ;CALOTA MD ACETABULAR TI 50X37MM (CERAMICA)                                                ;0;0;0;4500
1000407;UM        ; CALOTA MD ACETABULAR TI 54X39MM (CERAMICA)                                               ;3;13500;4500;4500
1000408;UM        ; CALOTA MD ACETABULAR TI 56X41MM (CERAMICA)                                               ;2;9000;4500;4500
1000409;UM        ; CALOTA MD ACETABULAR TI 60X44MM (CERAMICA)                                               ;0;0;0;4500
1000410;UM        ;INSERTO ACETABULAR MD DELTA 35X28MM (CERAMICA)                                            ;2;11600;5800;5800
1000411;UM        ;INSERTO ACETABULAR MD DELTA 39X32MM (CERAMICA)                                            ;0;0;0;5800
1000412;UM        ;INSERTO ACETABULAR MD DELTA 41X32MM (CERAMICA)                                            ;0;0;0;5800
1000413;UM        ;CABECA FEMORAL INTERCAMBIAVEL 28MM+3.5(CERAMICA)            ‚Í                            ;2;11400;5700;5700
1000414;UM        ;CABECA FEMORAL INTERCAMBIAVEL 32MM -4.0 (CERAMICA)                                        ;1;5700;5700;5700
1000415;UM        ;CABECA FEMORAL INTERCAMBIAVEL 32MM STD (CERAMICA)                                         ;7;39900;5700;5700
1000416;UM        ;CABECA FEMORAL INTERCAMBIAVEL 36MM STD (CERAMICA)                                         ;2;11400;5700;5700
1000419;UM        ;CALOTA MD ACETABULAR TI 46X35MM (CERAMICA)                                                ;0;0;0;4500
1000420;UM        ;CALOTA MD ACETABULAR TI 48X35MM (CERAMICA)                                                ;0;0;0;4500
1000423;UM        ;LACA BLOQUEADA PROXIMAL ACO UMERO 4 FUROS (EXTRA SUS)                                     ;0;0;0;0
1000429;UM        ;CALOTA MD ACETABULAR TI 58X44MM (CERAMICA)                                                ;0;0;0;4500
1000430;UM        ;CABECA FEMORAL INTERCAMBIAVEL 32MM+4 (CERAMICA)                                           ;0;0;0;5700
1000431;UM        ;CALOTA MD ACETABULAR TI 52X37MM (CERAMICA)                                                ;0;0;0;4500
1000432;UM        ;INSERTO ACETABULAR MD DELTA 37X28MM (CERAMICA)                                            ;1;5800;5800;5800
1000433;UM        ;CABECA FEMORAL INTERCAMBIAVEL 28MM-3,5 (CERAMICA)                                         ;2;11400;5700;5700
1000434;UM        ;CABECA FEMORAL INTERCAMBIAVEL 28MM STD (CERAMICA)                                         ;8;45600;5700;5700
1000438;UM        ;PLACA LISS BLOQ.FEMUR DISTAL ACO DIR 10 FUROS (EXTRA SUS)                                 ;0;0;0;896,01
1000439;UM        ;PLACA LISS BLOQ.FEMUR DISTAL ACO DIR 12 FUROS (EXTRA SUS)                                 ;0;0;0;896,01
1000442;UM        ;PLACA LISS BLOQ.FEMUR DISTAL ACO ESQ 08 FUROS (EXTRA SUS)                                 ;0;0;0;896,01
1000443;UM        ;PLACA LISS BLOQ.FEMUR DISTAL ACO ESQ 10 FUROS (EXTRA SUS)                                 ;0;0;0;896,01
1000444;UM        ;PLACA LISS BLOQ.FEMUR DISTAL ACO ESQ 12 FUROS (EXTRA SUS)                                 ;0;0;0;896,01
1000445;UM        ;PROTESE FEMORAL TAPER PS TI PRIMARIA 37.5MM 12MM (CERAMICA)                               ;0;0;0;4790
1000446;UM        ;PROTESE FEMORAL TAPER PS TI PRIMARIA 40.0MM 14MM (CERAMICA)                               ;0;0;0;4790
1000447;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 30MM (03.064-3)                                            ;57;3536,85;62,05;62,05
1000448;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 35MM (03.064-3)                                            ;78;4839,9;62,05;62,05
1000449;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 40MM (03.064-3)                                            ;53;3288,65;62,05;62,05
1000450;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 45MM (03.064-3)                                            ;19;1178,95;62,05;62,05
1000451;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 50MM (03.064-3)                                            ;37;2295,85;62,05;62,05
1000452;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 55MM (03.064-3)                                            ;18;1116,9;62,05;62,05
1000453;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 60MM (03.064-3)                                            ;75;4653,75;62,05;62,05
1000454;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 65MM (03.064-3)                                            ;62;3847,1;62,05;62,05
1000455;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 70MM (03.064-3)                                            ;74;4591,7;62,05;62,05
1000456;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 75MM (03.064-3)                                            ;26;1613,3;62,05;62,05
1000457;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 80MM (03.064-3)                                            ;0;0;0;63,2
1000458;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 85MM (03.064-3)                                            ;0;0;0;63,2
1000459;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 90MM (03.064-3)                                            ;0;0;0;63,2
1000460;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 95MM (03.064-3)                                            ;54;3350,7;62,05;62,05
1000461;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16/32 30 A 125MM (03.064-3)                                   ;211;13092,55;62,05;62,05
1000462;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 105MM (03.064-3)                                           ;21;1303,05;62,05;62,05
1000463;UM        ;PARAFUSO CANULADO 7,0 ROSCA 16 110MM (03.064-3)                                           ;0;0;0;0
1000467;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 35MM (03.064-3)                                            ;0;0;0;63,2
1000468;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 40MM (03.064-3)                                            ;38;2357,9;62,05;62,05
1000469;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 45MM (03.064-3)                                            ;70;4343,5;62,05;62,05
1000470;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 50MM (03.064-3)                                            ;62;3847,1;62,05;62,05
1000471;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 55MM (03.064-3)                                            ;69;4281,45;62,05;62,05
1000472;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 60MM (03.064-3)                                            ;63;3909,15;62,05;62,05
1000473;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 65MM (03.064-3)                                            ;0;0;0;63,2
1000474;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 70MM (03.064-3)                                            ;0;0;0;63,2
1000475;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 75MM (03.064-3)                                            ;27;1675,35;62,05;62,05
1000476;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 80MM (03.064-3)                                            ;25;1551,25;62,05;62,05
1000477;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 85MM (03.064-3)                                            ;36;2233,8;62,05;62,05
1000478;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 90MM (03.064-3)                                            ;73;4529,65;62,05;62,05
1000479;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 95MM (03.064-3)                                            ;56;3474,8;62,05;62,05
1000480;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 100MM(03.064-3)                                            ;70;4343,5;62,05;62,05
1000481;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 105MM(03.064-3)                                            ;61;3785,05;62,05;62,05
1000482;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 110MM(03.064-3)                                            ;54;3350,7;62,05;62,05
1000483;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 115MM(03.064-3)                                            ;0;0;0;63,2
1000484;UM        ;PARAFUSO CANULADO 7,0 ROSCA 32 120MM(03.064-3)                                            ;0;0;0;63,2
1000485;UM        ;PARAFUSO CORTICAL 4,5 12-72MM (03.070-8)                                                  ;4755;88881,1;18,692134;61
1000486;UM        ;PARAFUSO MALEOLAR 4,5 25MM (03.074-0)                                                     ;0;0;0;18
1000487;UM        ;PARAFUSO MALEOLAR 4,5 30MM (03.074-0)                                                     ;0;0;0;18,61
1000489;UM        ;PARAFUSO MALEOLAR 4,5 40MM (03.074-0)                                                     ;0;0;0;18,61
1000490;UM        ;PARAFUSO MALEOLAR 4,5 45MM (03.074-0)                                                     ;0;0;0;18,61
1000497;UM        ;PARAFUSO DE INTERFERENCIA DE TITANIO 07X25MM (03.071-6)                                   ;0;0;0;718,49
1000498;UM        ;PARAFUSO DE INTERFERENCIA DE TITANIO 07X30MM (03.071-6)                                   ;0;0;0;225,15
1000499;UM        ;PARAFUSO DE INTERFERENCIA DE TITANIO 08X20MM (03.071-6)                                   ;0;0;0;225,15
1000501;UM        ;PARAFUSO DE INTERFERENCIA DE TITANIO 08X30MM (03.071-6)                                   ;0;0;0;718,49
1000502;UM        ;PARAFUSO DE INTERFERENCIA DE TITANIO 09X20MM (03.071-6)                                   ;0;0;0;225,15
1000503;UM        ;PARAFUSO DE INTERFERENCIA DE TITANIO 09X25MM (03.071-6)                                   ;0;0;0;718,49
1000505;UM        ;PLACA BLOQUEADA RETA 3,5 X 5 FUROS (EXTRA SUS)                                            ;0;0;0;1900
1000506;UM        ;PLACA BLOQUEADA RETA 3,5 X 6 FUROS (EXTRA SUS)                                            ;0;0;0;1900
1000507;UM        ;PARAFUSO CANULADO CONICO EM TITANIO 16MM                                                  ;0;0;0;241,47
1000508;UM        ;PARAFUSO CANULADO CONICO EM TITANIO 18MM                                                  ;0;0;0;241,47
1000509;UM        ;PARAFUSO CANULADO CONICO EM TITANIO 26MM                                                  ;0;0;0;241,47
1000510;UM        ;PARAFUSO CANULADO ESCAFOIDE AUTO COMPRESSIVO 3.0 TAM 10-30MM                              ;112;58464;522;522
1000511;UM        ;PARAFUSO CANULADO ESCAFOIDE 18MM (03.065-1)                                               ;0;0;0;241,47
1000512;UM        ;PARAFUSO CANULADO ESCAFOIDE 20MM (03.065-1)                                               ;0;0;0;241,47
1000513;UM        ;PARAFUSO CANULADO ESCAFOIDE 24MM (03.065-1)                                               ;0;0;0;241,47
1000514;UM        ;PARAFUSO CANULADO ESCAFOIDE 26MM (03.065-1)                                               ;0;0;0;241,47
1000515;UM        ;PARAFUSO CANULADO ESCAFOIDE 28MM (03.065-1)                                               ;0;0;0;257,26
1000516;UM        ;PARAFUSO CANULADO 2,0 HEBERT 14MM                                                         ;18;4584,78;254,71;254,71
1000517;UM        ;PARAFUSO CANULADO 2,7 HEBERT 16MM                                                         ;0;0;0;257,26
1000518;UM        ;PARAFUSO CANULADO 2,7 HEBERT 18MM                                                         ;0;0;0;109,87
1000519;UM        ;PARAFUSO CANULADO 2,7 HEBERT 20MM                                                         ;0;0;0;109,87
1000520;UM        ;PARAFUSO CANULADO 2,7 HEBERT 24MM                                                         ;0;0;0;109,87
1000521;UM        ;PARAFUSO CANULADO 2,7 HEBERT 26MM                                                         ;0;0;0;109,87
1000522;UM        ;PARAFUSO CANULADO 2,7 HEBERT 28MM                                                         ;0;0;0;257,26
1000523;UM        ;PARAFUSO CANULADO 2,7 HEBERT 30MM                                                         ;0;0;0;109,87
1000545;UM        ;(BUCOMAXILO)PLACA L PONTE DIREITA E ESQUERDA (TODOS OS TAMNHOS)                           ;10;1772,8;177,28;177,28
1000546;UM        ;MICRO PLACA L PONTE 8MM X 4FUROS ESQUERDA (05.048-2)                                      ;0;0;0;343,72
1000547;UM        ;MICRO PLACA L PONTE 6MM X 4FUROS ESQUERDA (05.048-2)                                      ;0;0;0;343,72
1000548;UM        ;MICRO PLACA L PONTE 10MM X 4FUROS DIREITA (05.048-2)                                      ;0;0;0;343,72
1000549;UM        ;MICRO PLACA L PONTE 8MM X 4FUROS DIREITA (05.048-2)                                       ;0;0;0;343,72
1000550;UM        ;MICRO PLACA L PONTE 6MM X 4FUROS DIREITA (05.048-2)                                       ;0;0;0;343,72
1000551;UM        ;MICRO PLACA RETA PONTE 10MM X 6FUROS (05.048-2)                                           ;0;0;0;343,72
1000552;UM        ;(BUCOMAXILO)PLACA RETA PONTE (TODOS OS TAMNHOS)                                           ;36;7044,41;195,678055;839,61
1000553;UM        ;(BUCOMAXILO)PLACA T PONTE (TODOS OS TAMANHOS)                                             ;10;1772,8;177,28;177,28
1000554;UM        ;MICRO PLACA T PONTE 6MM X 5FUROS (05.048-2)                                               ;0;0;0;343,72
1000555;UM        ;MICRO PLACA T PONTE 8MM X 5FUROS (05.048-2)                                               ;0;0;0;343,72
1000556;UM        ;MICRO PLACA L OBLIQUA PONTE 8MM X 5FUROS DIREITA (05.048-2)                               ;0;0;0;343,72
1000557;UM        ;MICRO PLACA RETA 4FUROS (05.048-2)                                                        ;0;0;0;343,72
1000558;UM        ;MICRO PLACA RETA 6FUROS (05.048-2)                                                        ;0;0;0;343,72
1000559;UM        ;(BUCOMAXILO)PLACA RETA (TODOS OS TAMANHOS)                                                ;10;3759,79;375,979;839,61
1000560;UM        ;MICRO PLACA RETA 16FUROS (05.048-2)                                                       ;0;0;0;343,72
1000561;UM        ;MICRO PLACA ORBITAL 8FUROS (05.048-2)                                                     ;0;0;0;343,72
1000562;UM        ;(BUCOMAXILO)PLACA L OBLIQ.PONTE DIREITA E ESQUERDA (TODOS OS TAMANHOS)                    ;7;1240,96;177,28;177,28
1000563;UM        ;MICRO PLACA L OBLIQUA PONTE 8MM X 5FUROS ESQUERDA (05.048-2)                              ;0;0;0;343,72
1000564;UM        ;(BUCOMAXILO)PLACA TREVO (TODOS OS TAMANHOS)                                               ;3;531,84;177,28;177,28
1000565;UM        ;MINI PLACA T 6FUROS (05.048-2)                                                            ;0;0;0;343,72
1000566;UM        ;(BUCOMAXILO)PLACA T (TODOS OS TAMANHOS)                                                   ;15;2659,2;177,28;177,28
1000567;UM        ;MINI PLACA L OBLIQUA PONTE 9MM X 6FUROS DF (05.048-2)                                     ;0;0;0;343,72
1000568;UM        ;MINI PLACA L PONTE 12MM X 4FUROS (05.048-2)                                               ;0;0;0;343,72
1000569;UM        ;(BUCOMAXILO)PLACA Y (TODOS OS TAMANHOS)                                                   ;3;531,84;177,28;177,28
1000570;UM        ;MINI PLACA L PONTE 9MM X 4FUROS DF (05.048-2)                                             ;0;0;0;343,72
1000571;UM        ;MINI PLACA L PONTE 9MM X 6FUROS DF (05.048-2)                                             ;0;0;0;343,72
1000572;UM        ;MINI PLACA RETA 12FUROS (05.048-2)                                                        ;0;0;0;343,72
1000573;UM        ;MINI PLACA RETA 16FUROS (05.048-2)                                                        ;0;0;0;343,72
1000574;UM        ;MINI PLACA ORBITAL 6FUROS (05.048-2)                                                      ;0;0;0;343,72
1000575;UM        ;MINI PLACA ORBITAL 8FUROS (05.048-2)]                                                     ;0;0;0;343,72
1000577;UM        ;(BUCOMAXILO)PLACA L (TODOS OS TAMANHOS)                                                   ;0;0;0;361,77
1000578;UM        ;MINI PLACA L PONTE 18MM X 4FUROS DF (05.048-2)                                            ;0;0;0;93,33
1000579;UM        ;(BUCOMAXILO)PLACA T ORBITAL PONTE (TODOS OS TAMANHOS)                                     ;1;177,28;177,28;177,28
1000580;UM        ;MINI PLACA L 6FUROS DF (05.048-2)                                                         ;0;0;0;343,72
1000581;UM        ;MINI PLACA RETA 6FUROS (05.048-2)                                                         ;0;0;0;343,72
1000582;UM        ;PARAFUSO CORTICAL 1,5X5MM (03.066-0)                                                      ;0;0;0;18,06
1000595;UM        ;PARAFUSO CORTICAL 3,5X10MM (03.069-4)                                                     ;0;0;0;94,06
1000596;UM        ;PARAFUSO CORTICAL 3,5X12MM (03.069-4)                                                     ;0;0;0;9,82
1000597;UM        ;PARAFUSO CORTICAL 3,5X14MM (03.069-4)                                                     ;0;0;0;9,82
1000598;UM        ;PARAFUSO CORTICAL 3,5X22MM (03.069-4)                                                     ;0;0;0;9,82
1000599;UM        ;PARAFUSO CORTICAL 3,5X24MM (03.069-4)                                                     ;0;0;0;9,82
1000600;UM        ;PARAFUSO CORTICAL 3,5X30MM (03.069-4)                                                     ;0;0;0;9,82
1000601;UM        ;PARAFUSO CORTICAL 3,5X40MM (03.069-4)                                                     ;0;0;0;9,82
1000604;UM        ;PARAFUSO CORTICAL 2,0X6MM(03.067-8)                                                       ;0;0;0;15,34
1000605;UM        ;PARAFUSO CORTICAL 2,0X8MM(03.067-8)                                                       ;0;0;0;15,34
1000606;UM        ;PARAFUSO CORTICAL 2,0X10MM (03.067-4)                                                     ;0;0;0;15,34
1000607;UM        ;PARAFUSO CORTICAL 2,0X14MM (03.067-4)                                                     ;0;0;0;15,34
1000612;UM        ;PARAFUSO CORTICAL 2,7X8MM (03.068-6)                                                      ;0;0;0;16,94
1000613;UM        ;PARAFUSO CORTICAL 3,5X45MM (03.069-4)                                                     ;0;0;0;9,82
1000614;UM        ;PARAFUSO CORTICAL 3,5X50MM (03.069-4)                                                     ;0;0;0;9,82
